"income","loan_size","collateral","city","LTV","PD"
12000,182298,220200,"CA.Los.Angeles",0.827874659400545,0.0356899261973362
8000,416512,476700,"MI.Detroit",0.873740297881267,0.00534386230008343
10000,317541,393500,"IL.Chicago",0.806965692503177,0.00656362158869904
14000,337716,297400,"MI.Detroit",1.1355615332885,0.00827769496432858
8000,383151,400600,"CA.Los.Angeles",0.95644283574638,0.0206988184061347
8000,242346,192000,"IL.Chicago",1.26221875,0.0125922255901183
10000,372203,187000,"CA.Los.Angeles",1.99039037433155,0.00167926582426852
10000,534606,607200,"CA.Los.Angeles",0.880444664031621,0.0307142846824323
4000,281457,266700,"IL.Chicago",1.05533183352081,0.0285603519824904
6000,462976,511200,"CA.Los.Angeles",0.90566510172144,0.0348496676732747
6000,372106,412800,"IL.Chicago",0.901419573643411,0.00180027720898046
8000,243626,330500,"CA.Los.Angeles",0.737143721633888,0.00587878982577911
2000,278682,487800,"CA.Los.Angeles",0.57130381303813,0.0122397342885914
6000,384970,318300,"CA.Los.Angeles",1.20945648759032,0.0414081372065343
8000,481541,688100,"MI.Detroit",0.699812527248946,0.0141853999432764
12000,253824,253800,"CA.Los.Angeles",1.00009456264775,0.0339571269605458
4000,193261,221800,"CA.Los.Angeles",0.871330027051398,0.0161182356707662
8000,239372,326200,"IL.Chicago",0.73381974248927,0.0177382704177562
6000,408012,363300,"IL.Chicago",1.12307184145334,0.0162920069453586
6000,206209,267000,"CA.Los.Angeles",0.772318352059925,0.00324607751001107
14000,292197,257100,"MI.Detroit",1.13651108518086,0.0384516087913033
12000,314972,368200,"IL.Chicago",0.855437262357414,0.0329206584655589
4000,171010,211400,"IL.Chicago",0.808940397350993,0.00741298834387358
14000,335955,354500,"CA.Los.Angeles",0.947686882933709,0.031057382554147
8000,122164,124600,"IL.Chicago",0.980449438202247,0.0172511942608418
4000,297192,98900,"CA.Los.Angeles",3.00497472194135,0.122561388914905
2000,215590,214200,"IL.Chicago",1.00648926237162,0.0491730791436187
10000,197375,268300,"CA.Los.Angeles",0.735650391352963,0.0273591433665142
10000,418160,574900,"IL.Chicago",0.727361280222647,0.0342684672406122
14000,233281,416900,"IL.Chicago",0.559561045814344,0.0112120948688282
8000,229115,318500,"MI.Detroit",0.719356357927787,0.0107886382805718
8000,458122,451600,"CA.Los.Angeles",1.01444198405669,0.0166424141817766
6000,434278,392200,"CA.Los.Angeles",1.10728709841917,0.0242409339904684
2000,377310,363600,"CA.Los.Angeles",1.03770627062706,0.047295349105195
8000,107203,151900,"MI.Detroit",0.705747202106649,0.0157511511655185
12000,371595,393900,"CA.Los.Angeles",0.943373952779893,0.0141404975879588
10000,346623,208700,"CA.Los.Angeles",1.66086727359847,0.0667932861562482
14000,191620,247700,"MI.Detroit",0.773597093257973,0.0140808125473884
8000,362397,297200,"IL.Chicago",1.21937079407806,0.0522758053379413
10000,590254,706600,"IL.Chicago",0.835343900367959,0.00971758816981864
10000,540520,489500,"IL.Chicago",1.10422880490296,0.0378825354941962
10000,245426,292400,"CA.Los.Angeles",0.839350205198358,0.0236438816260836
14000,380050,470300,"IL.Chicago",0.808101211992345,0.0398466360861296
6000,302234,505500,"CA.Los.Angeles",0.597891196834817,0.0160900449436841
10000,327456,377200,"MI.Detroit",0.868123011664899,0.0313726375695083
14000,421126,374600,"CA.Los.Angeles",1.12420181526962,0.0476776485306162
10000,441110,393400,"MI.Detroit",1.12127605490595,0.0282581822555966
10000,126388,170200,"IL.Chicago",0.742585193889542,0.0315401405631001
12000,76076,119400,"IL.Chicago",0.63715242881072,0.0191454702259803
12000,319816,314100,"CA.Los.Angeles",1.01819802610634,0.0172077375631017
0,317510,258200,"CA.Los.Angeles",1.22970565453137,0.0187740282597699
12000,496528,357300,"IL.Chicago",1.38966694654352,0.0673746647853993
10000,349765,246000,"CA.Los.Angeles",1.42180894308943,0.0536592015970867
8000,433519,597500,"IL.Chicago",0.725554811715481,0.0113579651924121
4000,333519,396400,"IL.Chicago",0.841369828456105,0.0038205249106126
8000,330932,366800,"MI.Detroit",0.902213740458015,0.00787102904869777
8000,88783,85600,"IL.Chicago",1.03718457943925,0.0461210157704608
4000,253602,264600,"IL.Chicago",0.95843537414966,0.00832457505081634
16000,325649,181700,"IL.Chicago",1.79223445239406,0.0611109223935943
36000,312855,162500,"CA.Los.Angeles",1.92526153846154,0.0100699478405316
10000,183902,184700,"MI.Detroit",0.995679480238224,0.00639459192968222
8000,130430,136200,"MI.Detroit",0.957635829662261,0.0301241152128632
6000,379681,737300,"IL.Chicago",0.514961345449613,0.01669484133259
6000,236499,338300,"IL.Chicago",0.699080697605675,0.00305535245063361
14000,224882,350200,"MI.Detroit",0.642153055396916,0.030630719256736
8000,256640,371100,"IL.Chicago",0.691565615736998,0.016197062900982
2000,187720,268200,"IL.Chicago",0.699925428784489,0.0293386787753191
6000,280950,353100,"IL.Chicago",0.795666949872557,0.0375654336956121
4000,404033,373900,"CA.Los.Angeles",1.08059106713025,0.0350607899251118
6000,225303,231700,"IL.Chicago",0.972391022874407,0.0341555363320774
6000,191006,203600,"IL.Chicago",0.938143418467584,0.0154207041702924
10000,248333,274100,"IL.Chicago",0.905994162714338,0.00117947757670918
8000,143881,70800,"IL.Chicago",2.03221751412429,0.0836993441177449
16000,195387,230500,"IL.Chicago",0.847665943600868,0.0303945831462857
16000,303764,246900,"IL.Chicago",1.23031186715269,0.00712466898918417
12000,294160,465700,"MI.Detroit",0.631651277646554,0.0157717497304457
8000,352720,497400,"MI.Detroit",0.709127462806594,0.0115741723857556
10000,197761,249900,"IL.Chicago",0.791360544217687,0.00792013286027763
10000,318526,443200,"IL.Chicago",0.718695848375451,0.0150110193968858
10000,69970,76600,"IL.Chicago",0.913446475195822,0.00794717534588694
6000,340949,477500,"IL.Chicago",0.714029319371728,0.0275346091884717
6000,341421,562300,"IL.Chicago",0.607186555219634,0.0284661744927708
18000,316560,383300,"IL.Chicago",0.825880511348813,0.0390959303970591
6000,153176,281200,"IL.Chicago",0.544722617354196,0.0257764619592306
6000,167846,290900,"CA.Los.Angeles",0.576988655895497,0.0224886342010865
18000,383812,386200,"IL.Chicago",0.993816675297773,0.00465085764226693
4000,280519,392400,"CA.Los.Angeles",0.714880224260958,0.0186624388769406
18000,245673,215300,"MI.Detroit",1.14107292150488,0.0190107606618341
10000,98154,103600,"MI.Detroit",0.947432432432432,0.0377169554275146
12000,416096,524100,"IL.Chicago",0.793924823506964,0.00595088673782892
8000,288132,279700,"MI.Detroit",1.03014658562746,0.0385497727767247
8000,277353,459300,"CA.Los.Angeles",0.603860222077074,0.0260878026753509
14000,325134,304500,"CA.Los.Angeles",1.06776354679803,0.00442407024802567
14000,232421,323900,"MI.Detroit",0.717570237727694,0.0130076013111105
8000,344979,419100,"CA.Los.Angeles",0.823142448103078,0.0208630495440409
8000,408225,472000,"CA.Los.Angeles",0.864883474576271,0.0413743713107878
2000,279594,219700,"MI.Detroit",1.27261720527993,0.0336242935408601
12000,396155,311700,"CA.Los.Angeles",1.2709496310555,0.0471901575719402
18000,406272,525200,"MI.Detroit",0.773556740289414,0.0300254207152337
8000,407272,514500,"CA.Los.Angeles",0.7915879494655,0.0366042228519191
8000,417665,515400,"MI.Detroit",0.810370585952658,0.0273315004896497
8000,295300,321700,"MI.Detroit",0.917935965184955,0.0208879124766484
12000,607569,629000,"CA.Los.Angeles",0.965928457869634,0.0439842764945777
10000,222603,352900,"IL.Chicago",0.630782091243978,0.0293629890724575
8000,299135,274300,"CA.Los.Angeles",1.0905395552315,0.00647329807842605
2000,277280,435800,"IL.Chicago",0.63625516291877,0.0144887940349898
14000,318081,254500,"IL.Chicago",1.24982711198428,0.0252361046769629
10000,469500,415300,"CA.Los.Angeles",1.13050806645798,0.0351635521282018
8000,409038,317800,"IL.Chicago",1.28709251101322,0.0232288045274988
12000,157360,138800,"CA.Los.Angeles",1.13371757925072,0.0283277000364732
12000,361561,389000,"MI.Detroit",0.929462724935733,0.0307129685558702
6000,522410,436600,"CA.Los.Angeles",1.19654145671095,0.0105294625328434
12000,212724,146000,"IL.Chicago",1.45701369863014,0.00849065974870639
18000,265253,257600,"CA.Los.Angeles",1.02970885093168,0.0400619951519665
8000,249090,126700,"MI.Detroit",1.96598263614838,0.0722417823478608
4000,336844,280700,"CA.Los.Angeles",1.20001425008906,0.0429830045156479
12000,211332,243300,"IL.Chicago",0.868606658446363,0.0282054889005897
16000,253444,396900,"IL.Chicago",0.638558830939783,0.0112008628715956
8000,329996,690000,"IL.Chicago",0.478255072463768,0.00314890111187048
10000,564687,673400,"IL.Chicago",0.838561033561034,0.026679238386393
10000,387633,357400,"IL.Chicago",1.08459149412423,0.0167703385620929
10000,393839,512400,"IL.Chicago",0.76861631537861,0.0232281091928775
4000,247556,188100,"IL.Chicago",1.31608718766614,0.0420744502708471
6000,372007,160600,"IL.Chicago",2.31635740971357,0.0668222362970737
4000,440098,272000,"IL.Chicago",1.61800735294118,0.0390247665630475
6000,362006,323500,"IL.Chicago",1.11902936630603,0.0434436075656975
10000,311699,354100,"CA.Los.Angeles",0.880256989550974,0.00144874901107789
8000,338250,124000,"MI.Detroit",2.72782258064516,0.0415425975667829
10000,391532,472700,"CA.Los.Angeles",0.828288555108949,0.00679814657627585
18000,272035,306400,"CA.Los.Angeles",0.887842689295039,0.0298036250565302
10000,217007,296800,"MI.Detroit",0.731155660377358,0.0099466081789323
12000,239454,242100,"IL.Chicago",0.98907063197026,0.01162460866307
20000,374067,578500,"IL.Chicago",0.646615384615385,0.0250032184638137
10000,415073,549000,"CA.Los.Angeles",0.756052823315118,0.0201116940863149
6000,342997,300500,"MI.Detroit",1.14142096505824,0.0265546609235972
10000,288404,281000,"MI.Detroit",1.0263487544484,0.0475860049529415
16000,105844,152600,"MI.Detroit",0.693604193971166,0.0236176827624672
12000,153569,175200,"IL.Chicago",0.876535388127854,0.0353251950137188
12000,424656,412600,"IL.Chicago",1.02921958313136,0.0173325911654467
8000,355028,238300,"IL.Chicago",1.48983634074696,0.0454356942767425
16000,196473,290900,"IL.Chicago",0.675397043657614,0.0182717502998475
10000,201379,170400,"IL.Chicago",1.18180164319249,0.0588323613146991
12000,384878,376300,"IL.Chicago",1.02279564177518,0.049278302671983
6000,374354,316700,"CA.Los.Angeles",1.18204610041048,0.0441922517232646
8000,395175,387400,"IL.Chicago",1.02006969540527,0.0164006424944591
12000,227235,365400,"CA.Los.Angeles",0.62188013136289,0.0212827078023803
8000,374339,309100,"IL.Chicago",1.21106114526043,0.0386761434818452
12000,651823,557100,"IL.Chicago",1.17002872015796,0.0552009843692869
8000,329543,286300,"IL.Chicago",1.15104086622424,0.0561140315134815
8000,234599,216300,"CA.Los.Angeles",1.08460009246417,0.0150637761678828
6000,409529,572400,"IL.Chicago",0.715459468902865,0.0143382060081006
16000,484356,761900,"CA.Los.Angeles",0.635721223257645,0.00980620501942981
16000,379494,476700,"MI.Detroit",0.79608558842039,0.0383689128766066
12000,334000,361000,"MI.Detroit",0.925207756232687,0.0362397182567711
18000,306323,243100,"IL.Chicago",1.26006993006993,0.0440449902262356
10000,409997,324800,"CA.Los.Angeles",1.26230603448276,0.0349826155784389
14000,357438,397400,"IL.Chicago",0.899441368897836,0.0312166916512127
6000,274766,276700,"CA.Los.Angeles",0.99301048066498,0.0203489370674474
12000,42988,101900,"MI.Detroit",0.421864573110893,0.0173896809523218
20000,238742,349200,"MI.Detroit",0.683682703321879,0.0160895386894314
18000,513416,501600,"CA.Los.Angeles",1.02355661881978,0.029623792717913
10000,155298,227800,"CA.Los.Angeles",0.681729587357331,0.019973774881158
14000,179908,283300,"IL.Chicago",0.635044122837981,0.00617010481429177
10000,104848,78900,"IL.Chicago",1.32887198986058,0.0439631109003601
6000,208907,256600,"MI.Detroit",0.814134840218238,0.0262914695998052
8000,518575,321500,"MI.Detroit",1.61298600311042,0.0365799148549812
8000,238445,277500,"IL.Chicago",0.859261261261261,0.028244707990073
10000,371907,534900,"CA.Los.Angeles",0.695283230510376,0.00345243546840554
6000,313928,342900,"MI.Detroit",0.915508894721493,0.0095005115252143
8000,298684,309600,"CA.Los.Angeles",0.964741602067184,0.0364073297036567
10000,246618,187600,"IL.Chicago",1.31459488272921,0.0149141369239583
14000,319842,608900,"IL.Chicago",0.525278370832649,0.0184104807255992
10000,220317,320500,"CA.Los.Angeles",0.687416536661466,0.0212124432995
10000,225277,191400,"MI.Detroit",1.17699582027168,0.0221706234143991
6000,290836,445100,"MI.Detroit",0.653417209615817,0.00305524271448341
12000,360216,496400,"CA.Los.Angeles",0.725656728444803,0.0251227281578279
18000,309556,417300,"IL.Chicago",0.741806853582554,0.0265551582786176
8000,361052,392400,"IL.Chicago",0.920112130479103,0.0215231280257769
8000,334785,379200,"CA.Los.Angeles",0.882871835443038,0.00916945536221842
8000,392877,551200,"IL.Chicago",0.712766690856314,0.0106975707766195
10000,355886,552100,"IL.Chicago",0.644604238362615,0.00881980811318646
2000,282388,301800,"IL.Chicago",0.935679257786614,0.00257735409895301
10000,335265,431400,"IL.Chicago",0.777155771905424,0.0102092623233589
8000,393421,533300,"IL.Chicago",0.737710481905119,0.000403171939205365
8000,273693,379100,"MI.Detroit",0.721954629385386,0.0293205840878234
6000,448439,394300,"CA.Los.Angeles",1.13730408318539,0.0354380904366479
14000,354341,389900,"CA.Los.Angeles",0.908799692228777,0.0284953189587659
26000,224070,257100,"IL.Chicago",0.871528588098016,0.00598773510518208
14000,219161,243600,"IL.Chicago",0.899675697865353,0.0395402582732796
8000,264460,406100,"IL.Chicago",0.651218911598129,0.0274461682559934
8000,195993,220800,"IL.Chicago",0.887649456521739,0.0274970082856842
8000,296896,316500,"MI.Detroit",0.938060031595577,0.0258365485825033
8000,185862,258400,"MI.Detroit",0.719280185758514,0.0015495388740215
10000,236122,193700,"IL.Chicago",1.21900877645844,0.0454878262691456
10000,328420,324800,"IL.Chicago",1.01114532019704,0.0466224639841937
6000,385430,572000,"MI.Detroit",0.673828671328671,0.00656718239273572
8000,477179,462600,"CA.Los.Angeles",1.03151534803286,0.00765557302599223
12000,271293,301500,"IL.Chicago",0.899810945273632,0.00719774099247639
16000,177594,205700,"MI.Detroit",0.863364122508508,0.000219632640334981
6000,176716,137900,"IL.Chicago",1.28147933284989,0.0359362966107111
22000,493744,281400,"CA.Los.Angeles",1.75459843638948,0.0378514454463965
6000,237611,236600,"IL.Chicago",1.00427303465765,0.00113344518350276
8000,321910,403100,"CA.Los.Angeles",0.798585958819152,0.00107512057029243
14000,229894,239100,"IL.Chicago",0.961497281472187,0.030925383647969
14000,241816,180600,"IL.Chicago",1.33895902547065,0.0410482481839538
6000,336409,477300,"CA.Los.Angeles",0.704816677142258,0.011321175281112
6000,289390,257000,"IL.Chicago",1.12603112840467,0.0364439936994257
10000,430644,217400,"IL.Chicago",1.98088316467341,0.0019271421119234
14000,544605,715400,"IL.Chicago",0.761259435280962,0.0346866791497087
12000,254672,277200,"IL.Chicago",0.918730158730159,0.037657043518299
10000,72560,62300,"CA.Los.Angeles",1.16468699839486,0.00336149070489655
14000,356238,371700,"IL.Chicago",0.958401937046005,0.0405122309489712
10000,345808,410200,"MI.Detroit",0.843022915650902,0.00749701471037269
6000,288664,277700,"IL.Chicago",1.03948145480735,0.0484339678115216
4000,321828,410500,"MI.Detroit",0.783990255785627,0.0192421904195537
8000,294196,305000,"IL.Chicago",0.964577049180328,0.00959170225536359
8000,455689,495000,"CA.Los.Angeles",0.920583838383838,0.017332303413134
16000,313070,288000,"IL.Chicago",1.08704861111111,0.0002738047253313
8000,309515,383100,"IL.Chicago",0.807922213521274,0.0014671232887786
10000,228379,237000,"CA.Los.Angeles",0.96362447257384,0.00851360435375039
8000,330437,423500,"CA.Los.Angeles",0.780252656434475,0.0380273697795275
4000,353799,431600,"CA.Los.Angeles",0.819738183503244,0.0406483387715643
14000,119966,165000,"CA.Los.Angeles",0.727066666666667,0.0234229863680263
10000,276808,493000,"IL.Chicago",0.561476673427992,0.0150457462589678
16000,148005,235500,"CA.Los.Angeles",0.628471337579618,0.014722284928923
8000,170441,266200,"MI.Detroit",0.640274229902329,0.0232952952444065
14000,318159,102600,"IL.Chicago",3.1009649122807,0.078903561668784
6000,160478,162100,"IL.Chicago",0.989993830968538,0.0490498807728598
12000,208872,304200,"CA.Los.Angeles",0.686627218934911,0.0193125599179604
14000,347400,367900,"IL.Chicago",0.944278336504485,0.0362535654208158
6000,230115,247600,"IL.Chicago",0.929382067851373,0.0345818460892527
18000,341799,479100,"MI.Detroit",0.713418910457107,0.00289655321987914
4000,233287,232200,"IL.Chicago",1.00468130921619,0.0119596104693992
6000,559174,475000,"MI.Detroit",1.17720842105263,0.0366360841248364
14000,239517,249100,"IL.Chicago",0.961529506222401,0.0165315614606385
12000,459292,564300,"MI.Detroit",0.8139145844409,0.00824548024355802
10000,343455,494100,"MI.Detroit",0.695112325440194,0.00850679754276656
2000,344692,418800,"IL.Chicago",0.823046800382044,0.0132581985227766
10000,264610,364300,"CA.Los.Angeles",0.726351907768323,0.0226801265403485
12000,331662,320000,"MI.Detroit",1.03644375,0.049761883824109
4000,393079,471000,"CA.Los.Angeles",0.834562632696391,0.0047833295964734
18000,458575,542000,"IL.Chicago",0.846079335793358,0.0345897899204901
6000,163199,225100,"IL.Chicago",0.72500666370502,0.00960084556768517
14000,172375,91000,"MI.Detroit",1.89423076923077,0.0925812322784063
6000,192548,168900,"CA.Los.Angeles",1.14001184132623,0.049762389534941
10000,390710,382400,"IL.Chicago",1.02173117154812,0.0409341563579226
20000,197288,163000,"CA.Los.Angeles",1.21035582822086,0.0198644915945982
10000,487057,838800,"IL.Chicago",0.580659275154983,0.0279667336320269
10000,89071,97400,"CA.Los.Angeles",0.914486652977413,0.00757748476834549
14000,262060,207200,"IL.Chicago",1.26476833976834,0.0423051665284339
10000,238210,173000,"CA.Los.Angeles",1.37693641618497,0.035262011365786
14000,167919,182000,"CA.Los.Angeles",0.922631868131868,0.0338984029298667
8000,393357,364900,"IL.Chicago",1.07798574952042,0.0496058986323486
10000,417628,323200,"CA.Los.Angeles",1.29216584158416,0.00429027566314161
14000,241658,315100,"IL.Chicago",0.766924785782291,0.0337791790743098
12000,466574,638900,"IL.Chicago",0.730277038660197,0.0321355637386016
8000,422063,499700,"IL.Chicago",0.844632779667801,0.037520545809206
10000,249751,252900,"IL.Chicago",0.987548438117833,0.0252754074740926
10000,278872,272500,"IL.Chicago",1.02338348623853,0.00506207823393371
16000,261600,398800,"IL.Chicago",0.655967903711133,0.0100172821802733
16000,379197,314900,"IL.Chicago",1.20418228008892,0.014458789478994
4000,338552,429200,"MI.Detroit",0.788797763280522,0.037013540183976
16000,329843,474900,"IL.Chicago",0.69455253737629,0.0201267875832919
6000,397898,222000,"IL.Chicago",1.79233333333333,0.0000359302347215513
18000,371199,416400,"CA.Los.Angeles",0.891448126801153,0.023854446899245
8000,168416,196100,"IL.Chicago",0.858827129015808,0.017805870783492
4000,294317,109900,"IL.Chicago",2.67804367606915,0.0566003039757721
8000,237002,300100,"CA.Los.Angeles",0.78974341886038,0.0270539913478812
14000,364914,196800,"CA.Los.Angeles",1.85423780487805,0.0189080548073533
8000,272767,205000,"MI.Detroit",1.33057073170732,0.00355936558305536
14000,443990,534000,"IL.Chicago",0.831441947565543,0.0381300477004934
8000,196271,245200,"IL.Chicago",0.800452691680261,0.0283973680712282
8000,419830,540400,"CA.Los.Angeles",0.776887490747594,0.00522274112639938
8000,514443,506700,"IL.Chicago",1.01528123149793,0.028685281239097
14000,433351,465800,"IL.Chicago",0.930337054529841,0.0288800739911539
6000,352512,437300,"CA.Los.Angeles",0.806110221815687,0.0319095446945273
8000,250404,283500,"IL.Chicago",0.883259259259259,0.0342462389163121
6000,132614,163300,"MI.Detroit",0.812088181261482,0.0201079362062367
8000,482246,430000,"IL.Chicago",1.1215023255814,0.0217132312962701
20000,252189,237300,"CA.Los.Angeles",1.06274336283186,0.00973644792098259
6000,358552,483800,"CA.Los.Angeles",0.74111616370401,0.0295104579311744
10000,281470,411400,"MI.Detroit",0.684175984443364,0.0114331813352861
8000,129312,236200,"CA.Los.Angeles",0.547468247248095,0.0192328658862297
0,559875,563800,"CA.Los.Angeles",0.993038311457964,0.0213543052868378
18000,285239,371500,"CA.Los.Angeles",0.767803499327052,0.0374620643697096
10000,265160,224400,"IL.Chicago",1.18163992869875,0.0161621211478574
10000,417057,497500,"MI.Detroit",0.838305527638191,0.0272343014107729
8000,256858,384200,"IL.Chicago",0.668552837064029,0.00279765852518309
14000,189119,234700,"CA.Los.Angeles",0.805790370685982,0.0189266922218243
16000,330922,388600,"CA.Los.Angeles",0.851574884199691,0.014335127493471
16000,311285,248500,"IL.Chicago",1.25265593561368,0.0176169242262018
4000,235318,143300,"IL.Chicago",1.642135380321,0.0540089950427317
20000,495404,736000,"IL.Chicago",0.673103260869565,0.0262254042110168
10000,346682,77300,"IL.Chicago",4.48489003880983,0.133352742837015
6000,191109,304100,"IL.Chicago",0.628441302203223,0.0301350148171037
12000,283230,483400,"CA.Los.Angeles",0.585912287960281,0.02409203401836
14000,343445,604800,"IL.Chicago",0.56786541005291,0.0215434630582126
8000,228179,223600,"IL.Chicago",1.02047853309481,0.0390658117916663
6000,263174,269400,"IL.Chicago",0.976889383815887,0.00354269524159791
6000,316064,285700,"IL.Chicago",1.1062793139657,0.00125514283540796
6000,359311,425000,"IL.Chicago",0.845437647058824,0.02169125828925
6000,411153,344400,"CA.Los.Angeles",1.19382404181185,0.0577983265137991
10000,257795,229200,"IL.Chicago",1.12476003490401,0.0325647506848093
14000,367322,416800,"IL.Chicago",0.881290786948177,0.0180161016147053
8000,381038,259200,"MI.Detroit",1.47005401234568,0.0368210522609866
20000,266359,335500,"IL.Chicago",0.79391654247392,0.0230791524488777
12000,334084,343500,"IL.Chicago",0.972588064046579,0.030036465204392
8000,252898,455900,"CA.Los.Angeles",0.554722526869928,0.00660820368451784
14000,211591,228600,"CA.Los.Angeles",0.925594925634296,0.0211610125293212
18000,367829,416100,"IL.Chicago",0.883991828887287,0.0379589997197764
6000,290817,461100,"IL.Chicago",0.630702667534157,0.00027834093512547
6000,283805,308600,"MI.Detroit",0.919653272845107,0.0431959240425476
2000,250685,286700,"MI.Detroit",0.874380885943495,0.0164962610893707
4000,361691,519500,"MI.Detroit",0.69622906641001,0.00704281984469661
10000,275724,277100,"CA.Los.Angeles",0.995034283652111,0.0388120532260064
12000,440391,594100,"IL.Chicago",0.741274196263255,0.0206838095884488
6000,262934,268900,"IL.Chicago",0.977813313499442,0.0154801612726004
2000,341586,354000,"IL.Chicago",0.964932203389831,0.0181731060957412
2000,383873,208400,"IL.Chicago",1.8420009596929,0.00734754652155588
18000,282961,236500,"CA.Los.Angeles",1.19645243128964,0.0326188400433252
10000,268910,330500,"CA.Los.Angeles",0.813645990922844,0.0210913983259907
4000,192699,216600,"IL.Chicago",0.889653739612188,0.0291985576341915
12000,347063,203800,"IL.Chicago",1.70295878312071,0.00592986599005193
8000,216886,262900,"IL.Chicago",0.824975275770255,0.0374856667027031
8000,307958,297900,"MI.Detroit",1.03376300772071,0.0482301993107382
10000,373683,464700,"IL.Chicago",0.804138153647515,0.0202470788301369
8000,341178,463200,"MI.Detroit",0.736567357512953,0.0101785755635871
12000,373459,449500,"IL.Chicago",0.830832035595106,0.00124888896955756
6000,238511,374900,"IL.Chicago",0.636198986396372,0.00122988904109505
4000,420458,705200,"IL.Chicago",0.596225184344867,0.0083416310154868
16000,252098,244000,"CA.Los.Angeles",1.03318852459016,0.0443838498411934
6000,389170,442400,"IL.Chicago",0.879679023508137,0.0291493891010394
6000,76300,85200,"IL.Chicago",0.895539906103286,0.00866063764216892
8000,210516,215500,"CA.Los.Angeles",0.976872389791183,0.0175841100128084
10000,462198,687700,"IL.Chicago",0.672092482187,0.0188888709838537
12000,189812,263300,"IL.Chicago",0.720896315989366,0.0250206747574042
14000,293811,403700,"IL.Chicago",0.727795392618281,0.0236048556942737
4000,442711,510200,"IL.Chicago",0.867720501764014,0.00997568674120252
12000,278301,263600,"CA.Los.Angeles",1.05577010622155,0.0463003389682795
10000,268457,365800,"IL.Chicago",0.733890103881903,0.0146555864279381
10000,426191,433200,"CA.Los.Angeles",0.983820406278855,0.0244285629579319
10000,286015,219100,"IL.Chicago",1.3054084892743,0.0186191666899653
12000,366368,599900,"IL.Chicago",0.610715119186531,0.0073712560461735
6000,406453,431900,"IL.Chicago",0.941081268812225,0.01743245119827
18000,354649,220500,"IL.Chicago",1.60838548752834,0.0343468997100895
4000,320233,401800,"MI.Detroit",0.796996017919363,0.00317001625177237
10000,477501,577000,"IL.Chicago",0.827558058925477,0.00634988165469721
12000,426278,711000,"MI.Detroit",0.59954711673699,0.0123552184175041
8000,519758,458500,"CA.Los.Angeles",1.1336052344602,0.0406328545014121
10000,333464,286800,"CA.Los.Angeles",1.16270571827057,0.0235798484141132
14000,346675,528700,"CA.Los.Angeles",0.655712124077927,0.0193171175681409
12000,336089,493400,"CA.Los.Angeles",0.681169436562627,0.0167081173819841
8000,363045,520100,"IL.Chicago",0.69802922514901,0.0106768179952395
12000,305592,384600,"IL.Chicago",0.794570982839314,0.0103361768115627
10000,40312,39700,"IL.Chicago",1.01541561712846,0.0425064504192274
8000,344994,414400,"IL.Chicago",0.832514478764479,0.0195033247394439
8000,563917,565000,"IL.Chicago",0.998083185840708,0.000907328406694279
8000,450720,148100,"MI.Detroit",3.04334908845375,0.0527243401368503
2000,215646,276500,"MI.Detroit",0.779913200723327,0.0339145616936358
4000,271871,264400,"CA.Los.Angeles",1.02825642965204,0.0119747713879058
4000,315838,335200,"MI.Detroit",0.942237470167064,0.0356142365586465
12000,338382,357700,"IL.Chicago",0.945993849594632,0.0394074185074249
18000,278167,451900,"MI.Detroit",0.615549900420447,0.0110573206931808
12000,345384,563600,"IL.Chicago",0.612817601135557,0.0133038829659179
8000,295905,386300,"IL.Chicago",0.76599792907067,0.0280744507167712
18000,314172,370600,"IL.Chicago",0.847738801942795,0.0091096638856561
6000,167944,189700,"IL.Chicago",0.885313653136531,0.0191488336398063
10000,365260,396600,"IL.Chicago",0.920978315683308,0.00628960000636797
10000,310087,247100,"IL.Chicago",1.25490489680291,0.0388045377381077
6000,122710,125500,"IL.Chicago",0.977768924302789,0.0236500597086279
18000,373676,483100,"IL.Chicago",0.7734961705651,0.0383280659061406
12000,352535,355200,"IL.Chicago",0.992497184684685,0.0447288598932357
20000,372130,292300,"IL.Chicago",1.27310981867944,0.0406465545169636
4000,567480,336400,"IL.Chicago",1.68692033293698,0.0620040668067041
2000,152815,247500,"MI.Detroit",0.617434343434343,0.00859042515468224
6000,131009,197800,"CA.Los.Angeles",0.662330637007078,0.0253123462258554
10000,224104,196300,"CA.Los.Angeles",1.14164034640856,0.00636876510800267
8000,315021,299700,"IL.Chicago",1.05112112112112,0.00467088638876613
2000,162196,186000,"CA.Los.Angeles",0.872021505376344,0.0389068483977348
8000,243141,203100,"CA.Los.Angeles",1.19714918759232,0.051319238852415
2000,111727,171300,"CA.Los.Angeles",0.652230005837712,0.0169763845072963
4000,277235,217200,"IL.Chicago",1.27640423572744,0.0198169905633756
4000,77706,142600,"MI.Detroit",0.54492286115007,0.00718896444889029
4000,344580,574900,"CA.Los.Angeles",0.59937380413985,0.0261916530230148
14000,208401,267800,"MI.Detroit",0.77819641523525,0.021954230768579
10000,295859,357900,"IL.Chicago",0.826652696283878,0.0253900113367323
6000,428313,315400,"CA.Los.Angeles",1.35799936588459,0.0328387800575296
12000,254510,153500,"IL.Chicago",1.65804560260586,0.0780108468568989
14000,301105,391100,"CA.Los.Angeles",0.769892610585528,0.026631676519514
14000,345685,457900,"MI.Detroit",0.754935575453156,0.00198588013947474
